so,code,prod,fch,monpago,lista,pu,esperado,src,usd_pay,ves_pay,flag
S00444,13.0,[0013] ELITE API SN SAE 5W-30 ,2026-05-26,Sin Pago,INDETERMINADA,72.94,,,46.0,58.0,lista_indeterminada
S00448,73.0,[0073] SUPREMO API CI-4 SAE 15,2026-05-26,nan,INDETERMINADA,82.7586,,,91.0,114.0,lista_indeterminada
S00448,790.0,[0790] REFRIGERANTE GLOBAL VER,2026-05-26,nan,INDETERMINADA,46.5517,,,48.0,59.0,lista_indeterminada
S00449,603.0,[0603] SINOCO SAE 50 (Tambor),2026-05-26,USD,USD,925.73,,,,,producto_sin_lista
S00449,,Descuento ,2026-05-26,USD,USD,-53.8775,,,,,producto_sin_lista
S00446,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-26,Sin Pago,INDETERMINADA,95.49,,,67.0,83.0,lista_indeterminada
S00452,73.0,[0073] SUPREMO API CI-4 SAE 15,2026-05-26,USD,USD,127.32,91.0,mar12,91.0,114.0,por_encima
S00452,796.0,[0796] REFRIGERANTE GLOBAL ORA,2026-05-26,USD,USD,100.8,67.0,mar12,67.0,83.0,por_encima
S00451,877.0,[0877] SS EXTRA PROTECCION API,2026-05-26,USD,USD,100.8,72.0,mar12,72.0,96.0,por_encima
S00451,83.0,[0083] MAXIMO API CF SAE 50 (P,2026-05-26,USD,USD,112.73,81.0,mar12,81.0,102.0,por_encima
S00447,139.0,[0139] HIDRAGLOB AW/ISO 46 (PA,2026-05-26,Sin Pago,INDETERMINADA,124.67,,,83.0,103.0,lista_indeterminada
S00454,792.0,[0792] REFRIGERANTE GLOBAL ROJ,2026-05-26,VES,VES,34.48,29.0,feb23,24.0,29.0,por_encima
S00456,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-26,Sin Pago,INDETERMINADA,70.29,,,,,lista_indeterminada
S00456,915.0,[0915] SINOCO SAE 50 (1x12),2026-05-26,Sin Pago,INDETERMINADA,70.29,,,,,lista_indeterminada
S00456,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-26,Sin Pago,INDETERMINADA,95.49,,,67.0,83.0,lista_indeterminada
S00450,73.0,[0073] SUPREMO API CI-4 SAE 15,2026-05-27,Sin Pago,INDETERMINADA,82.7586,,,91.0,114.0,lista_indeterminada
S00450,93.0,[0093] ALTA CILINDRADA SS API ,2026-05-27,Sin Pago,INDETERMINADA,30.1724,,,34.0,42.0,lista_indeterminada
S00450,87.0,[0087] ENDUROGLOB 2T AIRE (1x6,2026-05-27,Sin Pago,INDETERMINADA,32.7586,,,33.0,41.0,lista_indeterminada
S00457,795.0,[0795] REFRIGERANTE GLOBAL ORA,2026-05-28,USD,USD,51.72,34.0,mar12,34.0,43.0,por_encima
S00457,73.0,[0073] SUPREMO API CI-4 SAE 15,2026-05-28,USD,USD,127.32,91.0,mar12,91.0,114.0,por_encima
S00459,242.0,[0242] FRIOGLOB ISO 68 (PAILA),2026-05-28,nan,INDETERMINADA,156.5,,,104.0,129.0,lista_indeterminada
S00460,725.0,[0725] AGUA DESMINERALIZADA,2026-05-28,nan,INDETERMINADA,23.87,,,16.0,20.0,lista_indeterminada
S00461,125.0,[0125] TRANSGLOB API GL-5 SAE ,2026-05-28,nan,INDETERMINADA,1319.63,,,956.0,1195.0,lista_indeterminada
S00461,73.0,[0073] SUPREMO API CI-4 SAE 15,2026-05-28,nan,INDETERMINADA,127.32,,,91.0,114.0,lista_indeterminada
S00461,797.0,[0797] REFRIGERANTE GLOBAL ORA,2026-05-28,nan,INDETERMINADA,856.76,,,629.0,786.0,lista_indeterminada
S00461,13.0,[0013] ELITE API SN SAE 5W-30 ,2026-05-28,nan,INDETERMINADA,72.94,,,46.0,58.0,lista_indeterminada
S00461,19.0,[0019] ELITE API SN SAE 5W-40 ,2026-05-28,nan,INDETERMINADA,72.94,,,46.0,58.0,lista_indeterminada
S00461,109.0,[0109] TRANSMATIC ATF DEXRON I,2026-05-28,nan,INDETERMINADA,1262.6,,,915.0,1143.0,lista_indeterminada
S00442,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-28,Sin Pago,INDETERMINADA,86.21,,,63.0,79.0,lista_indeterminada
S00462,93.0,[0093] ALTA CILINDRADA SS API ,2026-05-28,Sin Pago,INDETERMINADA,46.42,,,34.0,42.0,lista_indeterminada
S00462,49.0,[0049] CLASICO API SL SAE 15W4,2026-05-28,Sin Pago,INDETERMINADA,2.2972,,,,,lista_indeterminada
S00462,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-28,Sin Pago,INDETERMINADA,90.19,,,66.0,82.0,lista_indeterminada
S00464,,Descuento ,2026-05-28,Sin Pago,INDETERMINADA,-5.544,,,,,lista_indeterminada
S00464,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-28,Sin Pago,INDETERMINADA,90.19,,,66.0,82.0,lista_indeterminada
S00464,877.0,[0877] SS EXTRA PROTECCION API,2026-05-28,Sin Pago,INDETERMINADA,100.8,,,72.0,96.0,lista_indeterminada
S00464,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-28,Sin Pago,INDETERMINADA,86.21,,,63.0,79.0,lista_indeterminada
S00458,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-29,Sin Pago,INDETERMINADA,95.49,,,67.0,83.0,lista_indeterminada
S00458,885.0,[0885] TRANSMATIC ATF MERCON V,2026-05-29,Sin Pago,INDETERMINADA,157.82,,,105.0,131.0,lista_indeterminada
S00458,83.0,[0083] MAXIMO API CF SAE 50 (P,2026-05-29,Sin Pago,INDETERMINADA,112.73,,,81.0,102.0,lista_indeterminada
S00458,144.0,[0144] HIDRAGLOB AW/ISO 68 (PA,2026-05-29,Sin Pago,INDETERMINADA,94.16,,,73.0,91.0,lista_indeterminada
S00458,1.0,[0001] ELITE API SP SAE 0W-20 ,2026-05-29,Sin Pago,INDETERMINADA,74.27,,,49.0,61.0,lista_indeterminada
S00458,877.0,[0877] SS EXTRA PROTECCION API,2026-05-29,Sin Pago,INDETERMINADA,100.8,,,72.0,96.0,lista_indeterminada
S00458,7.0,[0007] ELITE API SN SAE 5W-20 ,2026-05-29,Sin Pago,INDETERMINADA,72.94,,,46.0,58.0,lista_indeterminada
S00458,795.0,[0795] REFRIGERANTE GLOBAL ORA,2026-05-29,Sin Pago,INDETERMINADA,51.72,,,34.0,43.0,lista_indeterminada
