so,code,prod,fch,monpago,lista,pu,esperado,src,usd_pay,ves_pay,flag
S00158,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-03-26,USD,USD,86.64,67.0,mar12,67.0,83.0,por_encima
S00158,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-03-26,USD,USD,86.64,,,,,producto_sin_lista
S00158,878.0,[0878] SS EXTRA PROTECCION API,2026-03-26,USD,USD,93.1,72.0,mar12,72.0,90.0,por_encima
S00158,877.0,[0877] SS EXTRA PROTECCION API,2026-03-26,USD,USD,93.1,72.0,mar12,72.0,96.0,por_encima
S00158,880.0,[0880] CLASICO API SL SAE 15W-,2026-03-26,USD,USD,80.17,62.0,mar12,62.0,78.0,por_encima
S00155,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-03-26,nan,INDETERMINADA,50.43,,,39.0,49.0,lista_indeterminada
S00159,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-26,USD,USD,62.07,,,,,producto_sin_lista
S00159,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-03-26,USD,USD,31.03,26.0,mar12,26.0,33.0,por_encima
S00159,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-03-26,USD,USD,60.78,47.0,mar12,47.0,59.0,por_encima
S00159,877.0,[0877] SS EXTRA PROTECCION API,2026-03-26,USD,USD,93.1,72.0,mar12,72.0,96.0,por_encima
S00159,25.0,[0025] SS EXTRA PROTECCION API,2026-03-26,USD,USD,46.55,36.0,mar12,36.0,45.0,por_encima
S00159,878.0,[0878] SS EXTRA PROTECCION API,2026-03-26,USD,USD,93.1,72.0,mar12,72.0,90.0,por_encima
S00159,775.0,[0775] LIGA PARA FRENOS DOT-4 ,2026-03-26,USD,USD,55.6,31.0,mar12,31.0,38.0,por_encima
S00159,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-03-26,USD,USD,46.55,36.0,mar12,36.0,45.0,por_encima
S00159,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-03-26,USD,USD,50.43,39.0,mar12,39.0,49.0,por_encima
S00160,25.0,[0025] SS EXTRA PROTECCION API,2026-03-26,Sin Pago,INDETERMINADA,46.55,,,36.0,45.0,lista_indeterminada
S00160,127.0,[0127] TRANSGLOB API GL-5 SAE ,2026-03-26,Sin Pago,INDETERMINADA,46.55,,,36.0,45.0,lista_indeterminada
S00160,775.0,[0775] LIGA PARA FRENOS DOT-4 ,2026-03-26,Sin Pago,INDETERMINADA,55.6,,,31.0,38.0,lista_indeterminada
S00160,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-03-26,Sin Pago,INDETERMINADA,31.03,,,26.0,33.0,lista_indeterminada
S00160,878.0,[0878] SS EXTRA PROTECCION API,2026-03-26,Sin Pago,INDETERMINADA,108.0,,,72.0,90.0,lista_indeterminada
S00160,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-03-26,Sin Pago,INDETERMINADA,39.46,,,36.0,45.0,lista_indeterminada
S00160,7.0,[0007] ELITE API SN SAE 5W-20 ,2026-03-26,Sin Pago,INDETERMINADA,63.36,,,46.0,58.0,lista_indeterminada
S00160,877.0,[0877] SS EXTRA PROTECCION API,2026-03-26,Sin Pago,INDETERMINADA,93.1,,,72.0,96.0,lista_indeterminada
S00160,13.0,[0013] ELITE API SN SAE 5W-30 ,2026-03-26,Sin Pago,INDETERMINADA,63.36,,,46.0,58.0,lista_indeterminada
S00160,19.0,[0019] ELITE API SN SAE 5W-40 ,2026-03-26,Sin Pago,INDETERMINADA,46.25,,,46.0,58.0,lista_indeterminada
S00160,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-03-26,Sin Pago,INDETERMINADA,86.64,,,67.0,83.0,lista_indeterminada
S00160,561.0,[0561] MEJORADOR DE OCTANAJE G,2026-03-26,Sin Pago,INDETERMINADA,47.84,,,34.0,43.0,lista_indeterminada
S00160,795.0,[0795] REFRIGERANTE GLOBAL ORA,2026-03-26,Sin Pago,INDETERMINADA,43.97,,,34.0,43.0,lista_indeterminada
S00160,881.0,[0881] CLASICO API SL SAE 20W-,2026-03-26,Sin Pago,INDETERMINADA,81.47,,,63.0,79.0,lista_indeterminada
S00160,1.0,[0001] ELITE API SP SAE 0W-20 ,2026-03-26,Sin Pago,INDETERMINADA,63.36,,,49.0,61.0,lista_indeterminada
S00160,880.0,[0880] CLASICO API SL SAE 15W-,2026-03-26,Sin Pago,INDETERMINADA,80.17,,,62.0,78.0,lista_indeterminada
S00160,144.0,[0144] HIDRAGLOB AW/ISO 68 (PA,2026-03-26,Sin Pago,INDETERMINADA,94.4,,,73.0,91.0,lista_indeterminada
S00161,775.0,[0775] LIGA PARA FRENOS DOT-4 ,2026-03-26,Sin Pago,INDETERMINADA,55.6,,,31.0,38.0,lista_indeterminada
S00161,877.0,[0877] SS EXTRA PROTECCION API,2026-03-26,Sin Pago,INDETERMINADA,93.1,,,72.0,96.0,lista_indeterminada
S00162,915.0,[0915] SINOCO SAE 50 (1x12),2026-03-27,nan,INDETERMINADA,28961.9489,,,,,lista_indeterminada
S00162,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-27,nan,INDETERMINADA,28961.9489,,,,,lista_indeterminada
S00162,877.0,[0877] SS EXTRA PROTECCION API,2026-03-27,nan,INDETERMINADA,43440.5903,,,72.0,96.0,lista_indeterminada
S00162,881.0,[0881] CLASICO API SL SAE 20W-,2026-03-27,nan,INDETERMINADA,38014.0161,,,63.0,79.0,lista_indeterminada
S00163,877.0,[0877] SS EXTRA PROTECCION API,2026-03-27,USD,USD,92.7198,72.0,mar12,72.0,96.0,por_encima
S00163,915.0,[0915] SINOCO SAE 50 (1x12),2026-03-27,USD,USD,61.8165,,,,,producto_sin_lista
S00163,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-27,USD,USD,61.8165,,,,,producto_sin_lista
S00163,881.0,[0881] CLASICO API SL SAE 20W-,2026-03-27,USD,USD,81.1373,63.0,mar12,63.0,79.0,por_encima
S00164,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-03-27,USD,USD,39.46,36.0,mar12,36.0,45.0,por_encima
S00164,878.0,[0878] SS EXTRA PROTECCION API,2026-03-27,USD,USD,93.1,72.0,mar12,72.0,90.0,por_encima
S00164,880.0,[0880] CLASICO API SL SAE 15W-,2026-03-27,USD,USD,80.17,62.0,mar12,62.0,78.0,por_encima
S00164,877.0,[0877] SS EXTRA PROTECCION API,2026-03-27,USD,USD,93.1,72.0,mar12,72.0,96.0,por_encima
S00165,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-03-27,VES,VES,60.78,59.0,feb23,47.0,59.0,por_encima
S00165,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-03-27,VES,VES,85.34,82.0,feb23,66.0,82.0,por_encima
S00165,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-03-27,VES,VES,86.64,83.0,feb23,67.0,83.0,por_encima
S00165,561.0,[0561] MEJORADOR DE OCTANAJE G,2026-03-27,VES,VES,47.84,43.0,feb23,34.0,43.0,por_encima
S00165,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-27,VES,VES,62.07,,,,,producto_sin_lista
S00165,878.0,[0878] SS EXTRA PROTECCION API,2026-03-27,VES,VES,93.1,90.0,feb23,72.0,90.0,por_encima
S00165,877.0,[0877] SS EXTRA PROTECCION API,2026-03-27,VES,VES,93.1,96.0,feb23,72.0,96.0,por_debajo
S00166,93.0,[0093] ALTA CILINDRADA SS API ,2026-03-27,Sin Pago,INDETERMINADA,43.97,,,34.0,42.0,lista_indeterminada
S00166,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-03-27,Sin Pago,INDETERMINADA,85.34,,,66.0,82.0,lista_indeterminada
S00167,775.0,[0775] LIGA PARA FRENOS DOT-4 ,2026-03-27,VES,VES,55.6,38.0,feb23,31.0,38.0,por_encima
S00167,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-03-27,VES,VES,31.03,33.0,feb23,26.0,33.0,por_debajo
S00168,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-27,USD,USD,62.07,,,,,producto_sin_lista
S00168,877.0,[0877] SS EXTRA PROTECCION API,2026-03-27,USD,USD,93.1,72.0,mar12,72.0,96.0,por_encima
S00168,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-03-27,USD,USD,86.64,67.0,mar12,67.0,83.0,por_encima
S00168,880.0,[0880] CLASICO API SL SAE 15W-,2026-03-27,USD,USD,80.17,62.0,mar12,62.0,78.0,por_encima
S00168,792.0,[0792] REFRIGERANTE GLOBAL ROJ,2026-03-27,USD,USD,31.03,24.0,mar12,24.0,29.0,por_encima
S00169,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-03-27,USD,USD,31.03,26.0,mar12,26.0,33.0,por_encima
S00170,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-30,USD,USD,62.07,,,,,producto_sin_lista
S00170,915.0,[0915] SINOCO SAE 50 (1x12),2026-03-30,USD,USD,62.07,,,,,producto_sin_lista
S00170,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-03-30,USD,USD,86.64,67.0,mar12,67.0,83.0,por_encima
S00171,602.0,[0602] SINOCO SAE 50 (PAILA),2026-03-30,USD,USD,86.64,,,,,producto_sin_lista
S00172,882.0,[0882] GRASA MULTIPLE EP 200 (,2026-03-30,nan,INDETERMINADA,225.0,,,161.0,201.0,lista_indeterminada
S00173,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-03-31,nan,INDETERMINADA,86.2433,,,67.0,83.0,lista_indeterminada
S00173,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-03-31,nan,INDETERMINADA,39.2793,,,36.0,45.0,lista_indeterminada
S00173,561.0,[0561] MEJORADOR DE OCTANAJE G,2026-03-31,nan,INDETERMINADA,47.6209,,,34.0,43.0,lista_indeterminada
S00173,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-03-31,nan,INDETERMINADA,30.8879,,,26.0,33.0,lista_indeterminada
S00173,1.0,[0001] ELITE API SP SAE 0W-20 ,2026-03-31,nan,INDETERMINADA,63.0699,,,49.0,61.0,lista_indeterminada
S00173,795.0,[0795] REFRIGERANTE GLOBAL ORA,2026-03-31,nan,INDETERMINADA,43.7687,,,34.0,43.0,lista_indeterminada
S00173,792.0,[0792] REFRIGERANTE GLOBAL ROJ,2026-03-31,nan,INDETERMINADA,30.8879,,,24.0,29.0,lista_indeterminada
S00173,789.0,[0789] REFRIGERANTE GLOBAL GRE,2026-03-31,nan,INDETERMINADA,0.0652,,,24.0,29.0,lista_indeterminada
S00173,7.0,[0007] ELITE API SN SAE 5W-20 ,2026-03-31,nan,INDETERMINADA,63.0699,,,46.0,58.0,lista_indeterminada
S00173,13.0,[0013] ELITE API SN SAE 5W-30 ,2026-03-31,nan,INDETERMINADA,63.0699,,,46.0,58.0,lista_indeterminada
S00173,25.0,[0025] SS EXTRA PROTECCION API,2026-03-31,nan,INDETERMINADA,46.3369,,,36.0,45.0,lista_indeterminada
S00173,877.0,[0877] SS EXTRA PROTECCION API,2026-03-31,nan,INDETERMINADA,92.6737,,,72.0,96.0,lista_indeterminada
S00173,878.0,[0878] SS EXTRA PROTECCION API,2026-03-31,nan,INDETERMINADA,92.6737,,,72.0,90.0,lista_indeterminada
S00174,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-03-31,VES,VES,86.64,83.0,feb23,67.0,83.0,por_encima
S00174,881.0,[0881] CLASICO API SL SAE 20W-,2026-03-31,VES,VES,81.47,79.0,feb23,63.0,79.0,por_encima
S00174,877.0,[0877] SS EXTRA PROTECCION API,2026-03-31,VES,VES,93.1,96.0,feb23,72.0,96.0,por_debajo
S00174,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-31,VES,VES,62.07,,,,,producto_sin_lista
S00174,13.0,[0013] ELITE API SN SAE 5W-30 ,2026-03-31,VES,VES,63.36,58.0,feb23,46.0,58.0,por_encima
S00175,127.0,[0127] TRANSGLOB API GL-5 SAE ,2026-03-31,USD,USD,46.55,36.0,mar12,36.0,45.0,por_encima
S00175,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-03-31,USD,USD,46.55,36.0,mar12,36.0,45.0,por_encima
S00177,93.0,[0093] ALTA CILINDRADA SS API ,2026-03-31,USD,USD,43.97,34.0,mar12,34.0,42.0,por_encima
S00177,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-03-31,USD,USD,85.34,66.0,mar12,66.0,82.0,por_encima
S00177,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-31,USD,USD,62.07,,,,,producto_sin_lista
S00178,877.0,[0877] SS EXTRA PROTECCION API,2026-03-31,VES,VES,93.1,96.0,feb23,72.0,96.0,por_debajo
S00178,878.0,[0878] SS EXTRA PROTECCION API,2026-03-31,VES,VES,93.1,90.0,feb23,72.0,90.0,por_encima
S00178,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-03-31,VES,VES,86.64,83.0,feb23,67.0,83.0,por_encima
S00178,881.0,[0881] CLASICO API SL SAE 20W-,2026-03-31,VES,VES,81.47,79.0,feb23,63.0,79.0,por_encima
S00178,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-31,VES,VES,62.07,,,,,producto_sin_lista
S00178,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-03-31,VES,VES,85.34,82.0,feb23,66.0,82.0,por_encima
S00176,93.0,[0093] ALTA CILINDRADA SS API ,2026-03-31,USD,USD,43.97,34.0,mar12,34.0,42.0,por_encima
S00176,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-03-31,USD,USD,85.34,66.0,mar12,66.0,82.0,por_encima
S00179,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-04-01,USD,USD,31.03,26.0,mar12,26.0,33.0,por_encima
S00179,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-01,USD,USD,62.07,,,,,producto_sin_lista
S00179,602.0,[0602] SINOCO SAE 50 (PAILA),2026-04-01,USD,USD,85.45,,,,,producto_sin_lista
S00181,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-01,USD,USD,62.07,,,,,producto_sin_lista
S00182,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-01,USD,USD,81.47,63.0,mar12,63.0,79.0,por_encima
S00184,1.0,[0001] ELITE API SP SAE 0W-20 ,2026-04-06,USD,USD,74.2706,49.0,mar12,49.0,61.0,por_encima
S00184,878.0,[0878] SS EXTRA PROTECCION API,2026-04-06,USD,USD,93.0721,72.0,mar12,72.0,90.0,por_encima
S00183,139.0,[0139] HIDRAGLOB AW/ISO 46 (PA,2026-04-06,VES,VES,145.0,103.0,feb23,83.0,103.0,por_encima
S00186,915.0,[0915] SINOCO SAE 50 (1x12),2026-04-06,USD,USD,69.0,,,,,producto_sin_lista
S00186,13.0,[0013] ELITE API SN SAE 5W-30 ,2026-04-06,USD,USD,73.0,46.0,mar12,46.0,58.0,por_encima
S00185,93.0,[0093] ALTA CILINDRADA SS API ,2026-04-07,VES,VES,46.0,42.0,feb23,34.0,42.0,por_encima
S00185,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-07,VES,VES,90.0,82.0,feb23,66.0,82.0,por_encima
S00187,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-07,USD,USD,52.0,36.0,mar12,36.0,45.0,por_encima
S00188,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-07,USD,USD,30.93,36.0,mar12,36.0,45.0,por_debajo
S00189,877.0,[0877] SS EXTRA PROTECCION API,2026-04-08,USD,USD,64.66,72.0,mar12,72.0,96.0,por_debajo
S00189,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-08,USD,USD,56.04,63.0,mar12,63.0,79.0,por_debajo
S00190,73.0,[0073] SUPREMO API CI-4 SAE 15,2026-04-09,USD,USD,127.7445,91.0,mar12,91.0,114.0,por_encima
S00193,880.0,[0880] CLASICO API SL SAE 15W-,2026-04-09,nan,INDETERMINADA,84.8303,,,62.0,78.0,lista_indeterminada
S00193,792.0,[0792] REFRIGERANTE GLOBAL ROJ,2026-04-09,nan,INDETERMINADA,30.9681,,,24.0,29.0,lista_indeterminada
S00193,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-09,nan,INDETERMINADA,89.8204,,,66.0,82.0,lista_indeterminada
S00193,877.0,[0877] SS EXTRA PROTECCION API,2026-04-09,nan,INDETERMINADA,99.8004,,,72.0,96.0,lista_indeterminada
S00194,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-04-09,nan,INDETERMINADA,28.94,,,26.0,33.0,lista_indeterminada
S00194,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-09,nan,INDETERMINADA,71.91,,,66.0,82.0,lista_indeterminada
S00195,144.0,[0144] HIDRAGLOB AW/ISO 68 (PA,2026-04-09,USD,USD,94.0,73.0,mar12,73.0,91.0,por_encima
S00195,883.0,[0883] GRASA GLOBAL AZUL AZ 95,2026-04-09,USD,USD,116.0,76.0,mar12,76.0,95.0,por_encima
S00195,83.0,[0083] MAXIMO API CF SAE 50 (P,2026-04-09,USD,USD,113.0,81.0,mar12,81.0,102.0,por_encima
S00196,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-09,VES,VES,70.0,,,,,producto_sin_lista
S00196,915.0,[0915] SINOCO SAE 50 (1x12),2026-04-09,VES,VES,69.0,,,,,producto_sin_lista
S00196,93.0,[0093] ALTA CILINDRADA SS API ,2026-04-09,VES,VES,46.0,42.0,feb23,34.0,42.0,por_encima
S00197,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-09,USD,USD,51.73,36.0,mar12,36.0,45.0,por_encima
S00197,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-09,USD,USD,70.69,,,,,producto_sin_lista
S00197,877.0,[0877] SS EXTRA PROTECCION API,2026-04-09,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima
S00192,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-04-09,USD,USD,96.8064,,,,,producto_sin_lista
S00198,880.0,[0880] CLASICO API SL SAE 15W-,2026-04-10,USD,USD,85.0,62.0,mar12,62.0,78.0,por_encima
S00198,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-10,USD,USD,87.0,63.0,mar12,63.0,79.0,por_encima
S00198,877.0,[0877] SS EXTRA PROTECCION API,2026-04-10,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima
S00201,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-04-10,USD,USD,36.0,26.0,mar12,26.0,33.0,por_encima
S00201,93.0,[0093] ALTA CILINDRADA SS API ,2026-04-10,USD,USD,46.0,34.0,mar12,34.0,42.0,por_encima
S00201,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-10,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima
S00199,87.0,[0087] ENDUROGLOB 2T AIRE (1x6,2026-04-10,VES,VES,50.0,41.0,feb23,33.0,41.0,por_encima
S00200,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-10,nan,INDETERMINADA,90.0,,,66.0,82.0,lista_indeterminada
S00202,886.0,[0886] TRANSMATIC DEXRON VI (1,2026-04-10,USD,USD,157.76,105.0,mar12,105.0,131.0,por_encima
S00206,536.0,[0536] MAXIMO API CF SAE 20W-5,2026-04-11,USD,USD,156.0,104.0,mar12,104.0,129.0,por_encima
S00205,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-13,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima
S00205,877.0,[0877] SS EXTRA PROTECCION API,2026-04-13,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima
S00204,877.0,[0877] SS EXTRA PROTECCION API,2026-04-13,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima
S00204,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-04-13,USD,USD,97.0,,,,,producto_sin_lista
S00204,93.0,[0093] ALTA CILINDRADA SS API ,2026-04-13,USD,USD,46.0,34.0,mar12,34.0,42.0,por_encima
S00204,602.0,[0602] SINOCO SAE 50 (PAILA),2026-04-13,USD,USD,93.0,,,,,producto_sin_lista
S00204,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-13,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima
S00203,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-13,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima
S00209,880.0,[0880] CLASICO API SL SAE 15W-,2026-04-13,USD,USD,85.0,62.0,mar12,62.0,78.0,por_encima
S00209,602.0,[0602] SINOCO SAE 50 (PAILA),2026-04-13,USD,USD,93.0,,,,,producto_sin_lista
S00209,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-04-13,USD,USD,97.0,,,,,producto_sin_lista
S00208,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-13,USD,USD,95.8562,67.0,mar12,67.0,83.0,por_encima
S00208,877.0,[0877] SS EXTRA PROTECCION API,2026-04-13,USD,USD,99.8502,72.0,mar12,72.0,96.0,por_encima
S00210,886.0,[0886] TRANSMATIC DEXRON VI (1,2026-04-13,USD,USD,158.0,105.0,mar12,105.0,131.0,por_encima
S00211,880.0,[0880] CLASICO API SL SAE 15W-,2026-04-13,6,INDETERMINADA,85.0,,,62.0,78.0,lista_indeterminada
S00212,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-13,VES,VES,70.0,,,,,producto_sin_lista
S00212,878.0,[0878] SS EXTRA PROTECCION API,2026-04-13,VES,VES,100.0,90.0,feb23,72.0,90.0,por_encima
S00212,877.0,[0877] SS EXTRA PROTECCION API,2026-04-13,VES,VES,100.0,96.0,feb23,72.0,96.0,por_encima
S00212,25.0,[0025] SS EXTRA PROTECCION API,2026-04-13,VES,VES,50.0,45.0,feb23,36.0,45.0,por_encima
S00207,877.0,[0877] SS EXTRA PROTECCION API,2026-04-13,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima
S00207,938.0,[0938] CLASICO API SL SAE 20W-,2026-04-13,USD,USD,93.0,62.0,mar12,62.0,77.0,por_encima
S00207,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-13,USD,USD,87.0,63.0,mar12,63.0,79.0,por_encima
S00207,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-13,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima
S00213,561.0,[0561] MEJORADOR DE OCTANAJE G,2026-04-13,USD,USD,51.0,34.0,mar12,34.0,43.0,por_encima
S00213,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-13,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima
S00215,877.0,[0877] SS EXTRA PROTECCION API,2026-04-14,Sin Pago,INDETERMINADA,100.0,,,72.0,96.0,lista_indeterminada
S00218,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-14,USD,USD,87.0,63.0,mar12,63.0,79.0,por_encima
S00218,877.0,[0877] SS EXTRA PROTECCION API,2026-04-14,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima
S00218,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-14,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima
S00218,878.0,[0878] SS EXTRA PROTECCION API,2026-04-14,USD,USD,100.0,72.0,mar12,72.0,90.0,por_encima
S00219,877.0,[0877] SS EXTRA PROTECCION API,2026-04-14,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima
S00219,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-14,USD,USD,95.69,67.0,mar12,67.0,83.0,por_encima
S00222,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-15,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima
S00222,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-15,USD,USD,70.0,,,,,producto_sin_lista
S00222,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-04-15,USD,USD,97.0,,,,,producto_sin_lista
S00223,602.0,[0602] SINOCO SAE 50 (PAILA),2026-04-15,USD,USD,93.0,,,,,producto_sin_lista
S00221,93.0,[0093] ALTA CILINDRADA SS API ,2026-04-15,USD,USD,45.9082,34.0,mar12,34.0,42.0,por_encima
S00221,87.0,[0087] ENDUROGLOB 2T AIRE (1x6,2026-04-15,USD,USD,49.9002,33.0,mar12,33.0,41.0,por_encima
S00221,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-15,USD,USD,89.8204,66.0,mar12,66.0,82.0,por_encima
S00220,1035.0,[1035] SINOCO HIDRAULICO ISO 6,2026-04-15,USD,USD,56.0345,,,,,producto_sin_lista
S00220,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-15,USD,USD,46.0,,,,,producto_sin_lista
S00220,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-15,USD,USD,62.0,67.0,mar12,67.0,83.0,por_debajo
S00224,144.0,[0144] HIDRAGLOB AW/ISO 68 (PA,2026-04-15,nan,INDETERMINADA,94.0,,,73.0,91.0,lista_indeterminada
S00224,75.0,[0075] SUPREMO API CI-4 SAE 15,2026-04-15,nan,INDETERMINADA,1271.0,,,933.0,1167.0,lista_indeterminada
S00224,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-04-15,nan,INDETERMINADA,1136.0,,,824.0,1030.0,lista_indeterminada
S00225,75.0,[0075] SUPREMO API CI-4 SAE 15,2026-04-15,VES,VES,1271.0,1167.0,feb23,933.0,1167.0,por_encima
S00225,144.0,[0144] HIDRAGLOB AW/ISO 68 (PA,2026-04-15,VES,VES,94.0,91.0,feb23,73.0,91.0,por_encima
S00225,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-04-15,VES,VES,1136.0,1030.0,feb23,824.0,1030.0,por_encima
S00226,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-16,USD,USD,95.7606,67.0,mar12,67.0,83.0,por_encima
S00226,775.0,[0775] LIGA PARA FRENOS DOT-4 ,2026-04-16,USD,USD,41.8953,31.0,mar12,31.0,38.0,por_encima
S00226,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-04-16,USD,USD,63.8404,47.0,mar12,47.0,59.0,por_encima
S00226,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-16,USD,USD,51.8703,36.0,mar12,36.0,45.0,por_encima
S00226,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-04-16,USD,USD,96.7581,,,,,producto_sin_lista
S00227,888.0,[0888] ENDUROGLOB 2T AIRE (1x1,2026-04-16,VES,VES,100.0,82.0,feb23,66.0,82.0,por_encima
S00227,877.0,[0877] SS EXTRA PROTECCION API,2026-04-16,VES,VES,100.0,96.0,feb23,72.0,96.0,por_encima
S00227,878.0,[0878] SS EXTRA PROTECCION API,2026-04-16,VES,VES,100.0,90.0,feb23,72.0,90.0,por_encima
S00227,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-16,VES,VES,96.0,83.0,feb23,67.0,83.0,por_encima
S00227,25.0,[0025] SS EXTRA PROTECCION API,2026-04-16,VES,VES,50.0,45.0,feb23,36.0,45.0,por_encima
S00227,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-16,VES,VES,87.0,79.0,feb23,63.0,79.0,por_encima
S00228,877.0,[0877] SS EXTRA PROTECCION API,2026-04-16,VES,VES,100.0,96.0,feb23,72.0,96.0,por_encima
S00228,880.0,[0880] CLASICO API SL SAE 15W-,2026-04-16,VES,VES,85.0,78.0,feb23,62.0,78.0,por_encima
S00228,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-16,VES,VES,70.0,,,,,producto_sin_lista
